id	type	language	ownerInstitutionCode	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	eventDate	year	habitat	fieldNumber	higherGeography	continent	country	decimalLatitude	decimalLongitude	geodeticDatum	footprintWKT
31975b49-3c12-4b1c-b113-784a0686e355	Event	en	NTNU-VM	31975b49-3c12-4b1c-b113-784a0686e355	7b2302a5-56bd-40c0-95fe-ed964cf0d0c4						low alpine|No grazing	Site: E|Treatment: No grazing	Europe | Norway | Setesdal	Europe	Norway				
3a773dfc-7ae7-47ab-8dfe-c0744c5b62fa	Event	en	NTNU-VM	3a773dfc-7ae7-47ab-8dfe-c0744c5b62fa	7b2302a5-56bd-40c0-95fe-ed964cf0d0c4						low alpine|Grazed control	Site: E|Treatment: Grazed control	Europe | Norway | Setesdal	Europe	Norway				
6aa10196-8680-46a1-9bd6-3b3fc07d0517	Event	en	NTNU-VM	6aa10196-8680-46a1-9bd6-3b3fc07d0517	486a071e-b7e4-49d1-92cc-2242b365581d						low alpine|No grazing	Site: F|Treatment: No grazing	Europe | Norway | Setesdal	Europe	Norway				
9cf74126-85d2-4636-913d-7ae496caca65	Event	en	NTNU-VM	9cf74126-85d2-4636-913d-7ae496caca65	486a071e-b7e4-49d1-92cc-2242b365581d						low alpine|Grazed control	Site: F|Treatment: Grazed control	Europe | Norway | Setesdal	Europe	Norway				
cc29dc38-2c5c-408b-9632-400eb8a88344	Event	en	NTNU-VM	cc29dc38-2c5c-408b-9632-400eb8a88344	b1833d2e-d5d2-41e3-bf6c-dbfcb8afd84d						low alpine|No grazing	Site: G|Treatment: No grazing	Europe | Norway | Setesdal	Europe	Norway				
0f9ad7f3-9e45-4f30-820a-6ac6c55a4978	Event	en	NTNU-VM	0f9ad7f3-9e45-4f30-820a-6ac6c55a4978	b1833d2e-d5d2-41e3-bf6c-dbfcb8afd84d						low alpine|Grazed control	Site: G|Treatment: Grazed control	Europe | Norway | Setesdal	Europe	Norway				
aff0bb97-1c15-44b0-9594-861ce1d60cf1	Event	en	NTNU-VM	aff0bb97-1c15-44b0-9594-861ce1d60cf1	1ed9efdd-f84d-496d-aaf9-a8c12c5b152f						low alpine|No grazing	Site: H|Treatment: No grazing	Europe | Norway | Setesdal	Europe	Norway				
f3028a04-0d8f-41dd-8747-c6bc40aacde0	Event	en	NTNU-VM	f3028a04-0d8f-41dd-8747-c6bc40aacde0	1ed9efdd-f84d-496d-aaf9-a8c12c5b152f						low alpine|Grazed control	Site: H|Treatment: Grazed control	Europe | Norway | Setesdal	Europe	Norway				
d6b065e7-139e-4580-8da2-d9294a027998	Event	en	NTNU-VM	d6b065e7-139e-4580-8da2-d9294a027998	f82e86a5-f695-4e01-8dfb-83f390c1293f						low alpine|No grazing	Site: I|Treatment: No grazing	Europe | Norway | Setesdal	Europe	Norway				
8705eef2-f40c-4d7c-90a6-a76d4da84cfb	Event	en	NTNU-VM	8705eef2-f40c-4d7c-90a6-a76d4da84cfb	f82e86a5-f695-4e01-8dfb-83f390c1293f						low alpine|Grazed control	Site: I|Treatment: Grazed control	Europe | Norway | Setesdal	Europe	Norway				
c7c16221-6ed3-490b-8f88-24928b066569	Event	en	NTNU-VM	c7c16221-6ed3-490b-8f88-24928b066569	defe1c59-d3ab-448f-8642-1e09ffcc1b90						low alpine|No grazing	Site: J|Treatment: No grazing	Europe | Norway | Setesdal	Europe	Norway				
28488487-90a2-45f5-94db-d79779e0b087	Event	en	NTNU-VM	28488487-90a2-45f5-94db-d79779e0b087	defe1c59-d3ab-448f-8642-1e09ffcc1b90						low alpine|Grazed control	Site: J|Treatment: Grazed control	Europe | Norway | Setesdal	Europe	Norway				
0d69bb70-d755-4bcb-baec-315d3296bf50	Event	en	NTNU-VM	0d69bb70-d755-4bcb-baec-315d3296bf50	f22d233c-c884-493b-9ae9-49637fcc0c56						low alpine|No grazing	Site: A|Treatment: No grazing|Plot: 1	Europe | Norway | Setesdal	Europe	Norway	59.02780552	7.023662885	WGS84	
7472a1f0-b04a-4132-9c62-49c56dc4d079	Event	en	NTNU-VM	7472a1f0-b04a-4132-9c62-49c56dc4d079	f22d233c-c884-493b-9ae9-49637fcc0c56						low alpine|No grazing	Site: A|Treatment: No grazing|Plot: 2	Europe | Norway | Setesdal	Europe	Norway	59.02764423	7.023689566	WGS84	
3ef7786a-7761-463b-ad58-9e2efea9dc0c	Event	en	NTNU-VM	3ef7786a-7761-463b-ad58-9e2efea9dc0c	f22d233c-c884-493b-9ae9-49637fcc0c56						low alpine|No grazing	Site: A|Treatment: No grazing|Plot: 3	Europe | Norway | Setesdal	Europe	Norway	59.02790716	7.023848723	WGS84	
ebe0b490-57a2-497c-a927-e8683c1748c6	Event	en	NTNU-VM	ebe0b490-57a2-497c-a927-e8683c1748c6	f22d233c-c884-493b-9ae9-49637fcc0c56						low alpine|No grazing	Site: A|Treatment: No grazing|Plot: 4	Europe | Norway | Setesdal	Europe	Norway	59.02784906	7.023573263	WGS84	
942d3b55-8a42-44e6-9dd1-5a90cc05f6e8	Event	en	NTNU-VM	942d3b55-8a42-44e6-9dd1-5a90cc05f6e8	f22d233c-c884-493b-9ae9-49637fcc0c56						low alpine|No grazing	Site: A|Treatment: No grazing|Plot: 5	Europe | Norway | Setesdal	Europe	Norway	59.02762601	7.023673187	WGS84	
2374ca45-5ce1-4913-897a-9911b2b7ee77	Event	en	NTNU-VM	2374ca45-5ce1-4913-897a-9911b2b7ee77	f22d233c-c884-493b-9ae9-49637fcc0c56						low alpine|No grazing	Site: A|Treatment: No grazing|Plot: 6	Europe | Norway | Setesdal	Europe	Norway	59.02778863	7.023733553	WGS84	
9e30631a-5eef-43a3-ad29-2aae2841cf48	Event	en	NTNU-VM	9e30631a-5eef-43a3-ad29-2aae2841cf48	f22d233c-c884-493b-9ae9-49637fcc0c56						low alpine|No grazing	Site: A|Treatment: No grazing|Plot: 7	Europe | Norway | Setesdal	Europe	Norway	59.02782506	7.023766312	WGS84	
97e044e4-e8ca-4cfa-8447-0789400f36db	Event	en	NTNU-VM	97e044e4-e8ca-4cfa-8447-0789400f36db	f22d233c-c884-493b-9ae9-49637fcc0c56						low alpine|No grazing	Site: A|Treatment: No grazing|Plot: 8	Europe | Norway | Setesdal	Europe	Norway	59.02787918	7.023780631	WGS84	
139442db-d846-412c-bae0-217de9a8db5f	Event	en	NTNU-VM	139442db-d846-412c-bae0-217de9a8db5f	f22d233c-c884-493b-9ae9-49637fcc0c56						low alpine|No grazing	Site: A|Treatment: No grazing|Plot: 9	Europe | Norway | Setesdal	Europe	Norway	59.02782586	7.02381854	WGS84	
6c3708d3-78fa-4132-b1dc-2681adb94bfa	Event	en	NTNU-VM	6c3708d3-78fa-4132-b1dc-2681adb94bfa	f22d233c-c884-493b-9ae9-49637fcc0c56						low alpine|No grazing	Site: A|Treatment: No grazing|Plot: 10	Europe | Norway | Setesdal	Europe	Norway	59.02783377	7.023748387	WGS84	
0ec06382-4e5f-433a-b3a6-3dea63e480cd	Event	en	NTNU-VM	0ec06382-4e5f-433a-b3a6-3dea63e480cd	e0784bd0-e67b-4b1c-8a51-f93dfa82817f						low alpine|Grazed control	Site: A|Treatment: Grazed control|Plot: 1	Europe | Norway | Setesdal	Europe	Norway	59.02761506	7.025311724	WGS84	
079bc956-880f-4049-b8eb-70dbececd6d3	Event	en	NTNU-VM	079bc956-880f-4049-b8eb-70dbececd6d3	e0784bd0-e67b-4b1c-8a51-f93dfa82817f						low alpine|Grazed control	Site: A|Treatment: Grazed control|Plot: 2	Europe | Norway | Setesdal	Europe	Norway	59.02769955	7.025550824	WGS84	
5a7a96da-1273-4511-abc9-f20fe9a883e6	Event	en	NTNU-VM	5a7a96da-1273-4511-abc9-f20fe9a883e6	e0784bd0-e67b-4b1c-8a51-f93dfa82817f						low alpine|Grazed control	Site: A|Treatment: Grazed control|Plot: 3	Europe | Norway | Setesdal	Europe	Norway	59.02792473	7.025590187	WGS84	
fb4dd07d-9926-4572-b1c8-2ad9f0e6f15c	Event	en	NTNU-VM	fb4dd07d-9926-4572-b1c8-2ad9f0e6f15c	e0784bd0-e67b-4b1c-8a51-f93dfa82817f						low alpine|Grazed control	Site: A|Treatment: Grazed control|Plot: 4	Europe | Norway | Setesdal	Europe	Norway	59.0276251	7.025380847	WGS84	
fdfadc27-5032-4112-936c-4f4504311cd3	Event	en	NTNU-VM	fdfadc27-5032-4112-936c-4f4504311cd3	e0784bd0-e67b-4b1c-8a51-f93dfa82817f						low alpine|Grazed control	Site: A|Treatment: Grazed control|Plot: 5	Europe | Norway | Setesdal	Europe	Norway	59.02768081	7.025499625	WGS84	
bfcc1c96-d8cb-42fe-beb6-6960c604f630	Event	en	NTNU-VM	bfcc1c96-d8cb-42fe-beb6-6960c604f630	e0784bd0-e67b-4b1c-8a51-f93dfa82817f						low alpine|Grazed control	Site: A|Treatment: Grazed control|Plot: 6	Europe | Norway | Setesdal	Europe	Norway	59.02795771	7.025396624	WGS84	
9a3e6ff6-7cbd-4997-a383-eeb74101c9dc	Event	en	NTNU-VM	9a3e6ff6-7cbd-4997-a383-eeb74101c9dc	e0784bd0-e67b-4b1c-8a51-f93dfa82817f						low alpine|Grazed control	Site: A|Treatment: Grazed control|Plot: 7	Europe | Norway | Setesdal	Europe	Norway	59.0279498	7.025466777	WGS84	
ace35ed8-5309-4a8d-ba5c-1724b194d46e	Event	en	NTNU-VM	ace35ed8-5309-4a8d-ba5c-1724b194d46e	e0784bd0-e67b-4b1c-8a51-f93dfa82817f						low alpine|Grazed control	Site: A|Treatment: Grazed control|Plot: 8	Europe | Norway | Setesdal	Europe	Norway	59.02790466	7.02545194	WGS84	
b8b2850b-9b6c-4112-877e-cca5285fcab4	Event	en	NTNU-VM	b8b2850b-9b6c-4112-877e-cca5285fcab4	e0784bd0-e67b-4b1c-8a51-f93dfa82817f						low alpine|Grazed control	Site: A|Treatment: Grazed control|Plot: 9	Europe | Norway | Setesdal	Europe	Norway	59.02773492	7.025513946	WGS84	
4b12fbf0-67a1-444e-ae5e-778bf906d14e	Event	en	NTNU-VM	4b12fbf0-67a1-444e-ae5e-778bf906d14e	e0784bd0-e67b-4b1c-8a51-f93dfa82817f						low alpine|Grazed control	Site: A|Treatment: Grazed control|Plot: 10	Europe | Norway | Setesdal	Europe	Norway	59.02765335	7.02546635	WGS84	
a30021b2-3254-434f-87c4-86ea62a7bc5a	Event	en	NTNU-VM	a30021b2-3254-434f-87c4-86ea62a7bc5a	615ac471-d986-4a15-b4ee-e2dfb7736e82						low alpine|No grazing	Site: B|Treatment: No grazing|Plot: 1	Europe | Norway | Setesdal	Europe	Norway	59.02730496	7.083021224	WGS84	
af409ce6-0035-4254-bbde-ae2fce92a39f	Event	en	NTNU-VM	af409ce6-0035-4254-bbde-ae2fce92a39f	615ac471-d986-4a15-b4ee-e2dfb7736e82						low alpine|No grazing	Site: B|Treatment: No grazing|Plot: 2	Europe | Norway | Setesdal	Europe	Norway	59.02735984	7.083087866	WGS84	
17460925-4053-410a-b30c-19dac2ba0600	Event	en	NTNU-VM	17460925-4053-410a-b30c-19dac2ba0600	615ac471-d986-4a15-b4ee-e2dfb7736e82						low alpine|No grazing	Site: B|Treatment: No grazing|Plot: 3	Europe | Norway | Setesdal	Europe	Norway	59.02744985	7.083100279	WGS84	
9564039b-61ea-4cf9-aa43-5f48ddae763f	Event	en	NTNU-VM	9564039b-61ea-4cf9-aa43-5f48ddae763f	615ac471-d986-4a15-b4ee-e2dfb7736e82						low alpine|No grazing	Site: B|Treatment: No grazing|Plot: 4	Europe | Norway | Setesdal	Europe	Norway	59.02738728	7.083121187	WGS84	
a957ae4d-83b9-4cd0-849d-7f89cff57754	Event	en	NTNU-VM	a957ae4d-83b9-4cd0-849d-7f89cff57754	615ac471-d986-4a15-b4ee-e2dfb7736e82						low alpine|No grazing	Site: B|Treatment: No grazing|Plot: 5	Europe | Norway | Setesdal	Europe	Norway	59.02742215	7.083049549	WGS84	
1e5b338f-2bc7-415e-9d73-7bb90cc47588	Event	en	NTNU-VM	1e5b338f-2bc7-415e-9d73-7bb90cc47588	615ac471-d986-4a15-b4ee-e2dfb7736e82						low alpine|No grazing	Site: B|Treatment: No grazing|Plot: 6	Europe | Norway | Setesdal	Europe	Norway	59.02737676	7.083017227	WGS84	
e4d8c752-05cd-4947-afbc-d8eef6e23b22	Event	en	NTNU-VM	e4d8c752-05cd-4947-afbc-d8eef6e23b22	615ac471-d986-4a15-b4ee-e2dfb7736e82						low alpine|No grazing	Site: B|Treatment: No grazing|Plot: 7	Europe | Norway | Setesdal	Europe	Norway	59.02728752	7.083057043	WGS84	
77962d1f-53ca-4430-8d74-d044374cefe6	Event	en	NTNU-VM	77962d1f-53ca-4430-8d74-d044374cefe6	615ac471-d986-4a15-b4ee-e2dfb7736e82						low alpine|No grazing	Site: B|Treatment: No grazing|Plot: 8	Europe | Norway | Setesdal	Europe	Norway	59.02726059	7.083058542	WGS84	
770d0c13-0168-4c15-a82a-3c07b24b7c4e	Event	en	NTNU-VM	770d0c13-0168-4c15-a82a-3c07b24b7c4e	615ac471-d986-4a15-b4ee-e2dfb7736e82						low alpine|No grazing	Site: B|Treatment: No grazing|Plot: 9	Europe | Norway | Setesdal	Europe	Norway	59.02717749	7.082906351	WGS84	
3de7c3aa-544c-438f-8e12-4adb7a753120	Event	en	NTNU-VM	3de7c3aa-544c-438f-8e12-4adb7a753120	615ac471-d986-4a15-b4ee-e2dfb7736e82						low alpine|No grazing	Site: B|Treatment: No grazing|Plot: 10	Europe | Norway | Setesdal	Europe	Norway	59.02716032	7.082959579	WGS84	
407f2ed4-2cf7-47a5-9468-e1fb70df028d	Event	en	NTNU-VM	407f2ed4-2cf7-47a5-9468-e1fb70df028d	5b89b86a-daf2-4bbe-a548-63395dcc7183						low alpine|Grazed control	Site: B|Treatment: Grazed control|Plot: 1	Europe | Norway | Setesdal	Europe	Norway	59.02673184	7.083750079	WGS84	
4c9d8bf1-007a-4041-acea-f67e49c194c5	Event	en	NTNU-VM	4c9d8bf1-007a-4041-acea-f67e49c194c5	5b89b86a-daf2-4bbe-a548-63395dcc7183						low alpine|Grazed control	Site: B|Treatment: Grazed control|Plot: 2	Europe | Norway | Setesdal	Europe	Norway	59.02676032	7.083853037	WGS84	
5bd743cd-224c-4e02-90d0-df479f208e2a	Event	en	NTNU-VM	5bd743cd-224c-4e02-90d0-df479f208e2a	5b89b86a-daf2-4bbe-a548-63395dcc7183						low alpine|Grazed control	Site: B|Treatment: Grazed control|Plot: 3	Europe | Norway | Setesdal	Europe	Norway	59.02671724	7.083977401	WGS84	
46ffc5e0-bfbb-4ce3-8416-d76b3350f7ec	Event	en	NTNU-VM	46ffc5e0-bfbb-4ce3-8416-d76b3350f7ec	5b89b86a-daf2-4bbe-a548-63395dcc7183						low alpine|Grazed control	Site: B|Treatment: Grazed control|Plot: 4	Europe | Norway | Setesdal	Europe	Norway	59.02677212	7.084044043	WGS84	
acd6613f-9c6f-4ea7-87f0-3bdb117f193b	Event	en	NTNU-VM	acd6613f-9c6f-4ea7-87f0-3bdb117f193b	5b89b86a-daf2-4bbe-a548-63395dcc7183						low alpine|Grazed control	Site: B|Treatment: Grazed control|Plot: 5	Europe | Norway | Setesdal	Europe	Norway	59.0268429	7.08397041	WGS84	
02e3d07a-4bf2-4c42-93ef-806c0a70f1c8	Event	en	NTNU-VM	02e3d07a-4bf2-4c42-93ef-806c0a70f1c8	5b89b86a-daf2-4bbe-a548-63395dcc7183						low alpine|Grazed control	Site: B|Treatment: Grazed control|Plot: 6	Europe | Norway | Setesdal	Europe	Norway	59.02692316	7.083931096	WGS84	
d10ea9f1-bfa1-4224-9544-9b0db4469c54	Event	en	NTNU-VM	d10ea9f1-bfa1-4224-9544-9b0db4469c54	5b89b86a-daf2-4bbe-a548-63395dcc7183						low alpine|Grazed control	Site: B|Treatment: Grazed control|Plot: 7	Europe | Norway | Setesdal	Europe	Norway	59.02698368	7.083770914	WGS84	
3fa08d5b-1f9c-454c-a1c3-1e877e58238f	Event	en	NTNU-VM	3fa08d5b-1f9c-454c-a1c3-1e877e58238f	5b89b86a-daf2-4bbe-a548-63395dcc7183						low alpine|Grazed control	Site: B|Treatment: Grazed control|Plot: 8	Europe | Norway | Setesdal	Europe	Norway	59.02695035	7.083947008	WGS84	
f960aa33-5fee-40f4-9b83-b0771c9fbff8	Event	en	NTNU-VM	f960aa33-5fee-40f4-9b83-b0771c9fbff8	5b89b86a-daf2-4bbe-a548-63395dcc7183						low alpine|Grazed control	Site: B|Treatment: Grazed control|Plot: 9	Europe | Norway | Setesdal	Europe	Norway	59.02678007	7.083973905	WGS84	
a49c98ae-5742-4dfe-a35a-32ef144a65c2	Event	en	NTNU-VM	a49c98ae-5742-4dfe-a35a-32ef144a65c2	5b89b86a-daf2-4bbe-a548-63395dcc7183						low alpine|Grazed control	Site: B|Treatment: Grazed control|Plot: 10	Europe | Norway | Setesdal	Europe	Norway	59.02670904	7.084030129	WGS84	
dea8567a-a8ea-4f09-b1ff-02983813659f	Event	en	NTNU-VM	dea8567a-a8ea-4f09-b1ff-02983813659f	fed7d169-221a-4422-998f-bbf013541334						low alpine|No grazing	Site: C|Treatment: No grazing|Plot: 1	Europe | Norway | Setesdal	Europe	Norway	59.00943978	7.123024637	WGS84	
bc5a9517-f225-49ab-ba3e-6d79adbb412d	Event	en	NTNU-VM	bc5a9517-f225-49ab-ba3e-6d79adbb412d	fed7d169-221a-4422-998f-bbf013541334						low alpine|No grazing	Site: C|Treatment: No grazing|Plot: 2	Europe | Norway | Setesdal	Europe	Norway	59.00954129	7.123210673	WGS84	
af918b05-4c08-4201-b85e-21025a11b37b	Event	en	NTNU-VM	af918b05-4c08-4201-b85e-21025a11b37b	fed7d169-221a-4422-998f-bbf013541334						low alpine|No grazing	Site: C|Treatment: No grazing|Plot: 3	Europe | Norway | Setesdal	Europe	Norway	59.00963054	7.123170982	WGS84	
a6412b53-bd6f-44e6-8a8c-5dd23a5280f5	Event	en	NTNU-VM	a6412b53-bd6f-44e6-8a8c-5dd23a5280f5	fed7d169-221a-4422-998f-bbf013541334						low alpine|No grazing	Site: C|Treatment: No grazing|Plot: 4	Europe | Norway | Setesdal	Europe	Norway	59.00959464	7.123172938	WGS84	
2927f13c-24be-4686-b696-4f8477d04eca	Event	en	NTNU-VM	2927f13c-24be-4686-b696-4f8477d04eca	fed7d169-221a-4422-998f-bbf013541334						low alpine|No grazing	Site: C|Treatment: No grazing|Plot: 5	Europe | Norway | Setesdal	Europe	Norway	59.00944003	7.123042038	WGS84	
062afbf9-08a5-489c-add2-5adab57c7a10	Event	en	NTNU-VM	062afbf9-08a5-489c-add2-5adab57c7a10	fed7d169-221a-4422-998f-bbf013541334						low alpine|No grazing	Site: C|Treatment: No grazing|Plot: 6	Europe | Norway | Setesdal	Europe	Norway	59.00964799	7.123135202	WGS84	
c06c0602-57fc-42c8-bca5-ab279128b05d	Event	en	NTNU-VM	c06c0602-57fc-42c8-bca5-ab279128b05d	fed7d169-221a-4422-998f-bbf013541334						low alpine|No grazing	Site: C|Treatment: No grazing|Plot: 7	Europe | Norway | Setesdal	Europe	Norway	59.00953004	7.123054551	WGS84	
d8a59647-6a9f-47b3-bc88-27fda01be324	Event	en	NTNU-VM	d8a59647-6a9f-47b3-bc88-27fda01be324	fed7d169-221a-4422-998f-bbf013541334						low alpine|No grazing	Site: C|Treatment: No grazing|Plot: 8	Europe | Norway | Setesdal	Europe	Norway	59.00971006	7.123079576	WGS84	
104d95a8-28cf-43e9-b623-7eee101f62b9	Event	en	NTNU-VM	104d95a8-28cf-43e9-b623-7eee101f62b9	fed7d169-221a-4422-998f-bbf013541334						low alpine|No grazing	Site: C|Treatment: No grazing|Plot: 9	Europe | Norway | Setesdal	Europe	Norway	59.00936076	7.123150844	WGS84	
5bf9d8ba-cab7-4084-a351-69b438847962	Event	en	NTNU-VM	5bf9d8ba-cab7-4084-a351-69b438847962	fed7d169-221a-4422-998f-bbf013541334						low alpine|No grazing	Site: C|Treatment: No grazing|Plot: 10	Europe | Norway | Setesdal	Europe	Norway	59.00939717	7.123183691	WGS84	
48376e85-ac93-43e3-8178-3da6e68ed78e	Event	en	NTNU-VM	48376e85-ac93-43e3-8178-3da6e68ed78e	4ef42286-a983-43b7-b40a-0e3d1f4a4fcb						low alpine|Grazed control	Site: C|Treatment: Grazed control|Plot: 1	Europe | Norway | Setesdal	Europe	Norway	59.00844473	7.123165901	WGS84	
13bb6881-c770-4d78-9487-ef3760100831	Event	en	NTNU-VM	13bb6881-c770-4d78-9487-ef3760100831	4ef42286-a983-43b7-b40a-0e3d1f4a4fcb						low alpine|Grazed control	Site: C|Treatment: Grazed control|Plot: 2	Europe | Norway | Setesdal	Europe	Norway	59.00866811	7.123084078	WGS84	
fbd1d459-a501-42b1-ad09-ba0cc1494fae	Event	en	NTNU-VM	fbd1d459-a501-42b1-ad09-ba0cc1494fae	4ef42286-a983-43b7-b40a-0e3d1f4a4fcb						low alpine|Grazed control	Site: C|Treatment: Grazed control|Plot: 3	Europe | Norway | Setesdal	Europe	Norway	59.00853398	7.123126212	WGS84	
051647d7-4959-4b85-8233-4a3fc802ac8a	Event	en	NTNU-VM	051647d7-4959-4b85-8233-4a3fc802ac8a	4ef42286-a983-43b7-b40a-0e3d1f4a4fcb						low alpine|Grazed control	Site: C|Treatment: Grazed control|Plot: 4	Europe | Norway | Setesdal	Europe	Norway	59.00865964	7.123119368	WGS84	
c77cbe11-61b4-4cbf-a9b6-9d6e36540ad6	Event	en	NTNU-VM	c77cbe11-61b4-4cbf-a9b6-9d6e36540ad6	4ef42286-a983-43b7-b40a-0e3d1f4a4fcb						low alpine|Grazed control	Site: C|Treatment: Grazed control|Plot: 5	Europe | Norway | Setesdal	Europe	Norway	59.0085188	7.123318597	WGS84	
7cdf214d-1bea-48b2-a574-c2d81ad2fd3f	Event	en	NTNU-VM	7cdf214d-1bea-48b2-a574-c2d81ad2fd3f	4ef42286-a983-43b7-b40a-0e3d1f4a4fcb						low alpine|Grazed control	Site: C|Treatment: Grazed control|Plot: 6	Europe | Norway | Setesdal	Europe	Norway	59.00870704	7.123290932	WGS84	
d7393281-8262-4e42-9909-d02e49fa7fc0	Event	en	NTNU-VM	d7393281-8262-4e42-9909-d02e49fa7fc0	4ef42286-a983-43b7-b40a-0e3d1f4a4fcb						low alpine|Grazed control	Site: C|Treatment: Grazed control|Plot: 7	Europe | Norway | Setesdal	Europe	Norway	59.00870654	7.123256131	WGS84	
6669191f-d9b0-43b7-b7ad-c9b2b27fff41	Event	en	NTNU-VM	6669191f-d9b0-43b7-b7ad-c9b2b27fff41	4ef42286-a983-43b7-b40a-0e3d1f4a4fcb						low alpine|Grazed control	Site: C|Treatment: Grazed control|Plot: 8	Europe | Norway | Setesdal	Europe	Norway	59.00855344	7.123229638	WGS84	
8b599692-1e31-4478-a12c-b875b5673d87	Event	en	NTNU-VM	8b599692-1e31-4478-a12c-b875b5673d87	4ef42286-a983-43b7-b40a-0e3d1f4a4fcb						low alpine|Grazed control	Site: C|Treatment: Grazed control|Plot: 9	Europe | Norway | Setesdal	Europe	Norway	59.0085891	7.123210282	WGS84	
