id	ownerInstitutionCode	basisOfRecord	occurrenceID	organismQuantity	organismQuantityType	eventID	scientificName	kingdom
e7a6d8ef-4a1d-4895-b014-ad5fcfdfe033	NTNU-VM	HumanObservation	c069b3a2-c1e7-4928-ac18-7ee0ea7c6e1c	50	Relative Frequency	e7a6d8ef-4a1d-4895-b014-ad5fcfdfe033	Agrostis cappilaris	Plantae
679c33ef-3724-4dbc-9e0c-7dcef1d77005	NTNU-VM	HumanObservation	797d1987-1c3f-4bc9-9d10-caff9973bac1	31.25	Relative Frequency	679c33ef-3724-4dbc-9e0c-7dcef1d77005	Agrostis cappilaris	Plantae
29ddeed7-e426-4bc1-9c42-9f2367351503	NTNU-VM	HumanObservation	542d40c6-eac8-48e2-815d-8dcfb66e6ecb	25	Relative Frequency	29ddeed7-e426-4bc1-9c42-9f2367351503	Agrostis cappilaris	Plantae
43ab7e88-94a6-4bda-9391-d762f2f0f807	NTNU-VM	HumanObservation	e01fd28d-d56c-44e1-a397-eced415d7905	56.25	Relative Frequency	43ab7e88-94a6-4bda-9391-d762f2f0f807	Agrostis cappilaris	Plantae
b1f647b0-b65a-45f7-9843-3da0651d5c7b	NTNU-VM	HumanObservation	3db69949-23e0-41d4-a177-960f6cdcc3cd	6.25	Relative Frequency	b1f647b0-b65a-45f7-9843-3da0651d5c7b	Agrostis cappilaris	Plantae
8e17a28c-4f5f-4ec9-ac75-f992788a5d53	NTNU-VM	HumanObservation	35d3f7de-15d6-471d-8db1-133f9ab85e2f	75	Relative Frequency	8e17a28c-4f5f-4ec9-ac75-f992788a5d53	Agrostis cappilaris	Plantae
bb21c8b7-ea45-4a62-a773-7d99bba67d4b	NTNU-VM	HumanObservation	f78dee44-72db-4aab-ac47-fd21c2659544	12.5	Relative Frequency	bb21c8b7-ea45-4a62-a773-7d99bba67d4b	Agrostis cappilaris	Plantae
7cbc6ff6-5e39-483b-a060-d402f4a07c0f	NTNU-VM	HumanObservation	2ac44df0-ce81-48d3-81c6-49d68d1e311e	50	Relative Frequency	7cbc6ff6-5e39-483b-a060-d402f4a07c0f	Agrostis cappilaris	Plantae
50f91794-f0ac-4ba3-b235-d2dd97de4c0a	NTNU-VM	HumanObservation	b13271fa-5971-406a-af45-df05cca62446	75	Relative Frequency	50f91794-f0ac-4ba3-b235-d2dd97de4c0a	Agrostis cappilaris	Plantae
96c596c5-cb01-4b64-8dd5-3ec69118bb0f	NTNU-VM	HumanObservation	9d048964-1d00-41d1-b15e-5b68ac7db844	56.25	Relative Frequency	96c596c5-cb01-4b64-8dd5-3ec69118bb0f	Agrostis cappilaris	Plantae
6f082661-3721-4af2-9d74-3c3ff85bafac	NTNU-VM	HumanObservation	df807704-2cfe-4ec8-91c1-00a561a6a332	12.5	Relative Frequency	6f082661-3721-4af2-9d74-3c3ff85bafac	Agrostis cappilaris	Plantae
79926d25-b8c1-4ed0-81f7-3b04d9719254	NTNU-VM	HumanObservation	54413d42-4f06-4b12-95d4-8c9b6df040d0	12.5	Relative Frequency	79926d25-b8c1-4ed0-81f7-3b04d9719254	Agrostis cappilaris	Plantae
093b8c8f-c766-4562-9800-5718ce765951	NTNU-VM	HumanObservation	a91c6554-bf63-4ec2-b092-353781a37f75	81.25	Relative Frequency	093b8c8f-c766-4562-9800-5718ce765951	Agrostis cappilaris	Plantae
c4b3d95d-92c8-411f-bc45-295325280d09	NTNU-VM	HumanObservation	55e681b7-019d-4bc7-b8b4-00455b066b22	62.5	Relative Frequency	c4b3d95d-92c8-411f-bc45-295325280d09	Agrostis cappilaris	Plantae
c5963c6c-115e-4798-a86d-b1a9b7f1ceb2	NTNU-VM	HumanObservation	9c6c6268-ac4f-41a2-b7c2-3576264a1fa7	6.25	Relative Frequency	c5963c6c-115e-4798-a86d-b1a9b7f1ceb2	Agrostis cappilaris	Plantae
988a7eb2-d1c1-403e-bf08-85a09c6a2df5	NTNU-VM	HumanObservation	26c31395-feab-4072-bd4e-3eee2a0534a7	56.25	Relative Frequency	988a7eb2-d1c1-403e-bf08-85a09c6a2df5	Agrostis cappilaris	Plantae
b466d87f-d1f4-4bdf-9857-a8293144e639	NTNU-VM	HumanObservation	b7110ea5-75b6-4b44-bf32-18d697c361f7	31.25	Relative Frequency	b466d87f-d1f4-4bdf-9857-a8293144e639	Agrostis cappilaris	Plantae
fd83b7b2-62a2-4144-93e3-34ab4809996d	NTNU-VM	HumanObservation	7bdb2a14-5d29-417f-94d4-c1177de94bf3	50	Relative Frequency	fd83b7b2-62a2-4144-93e3-34ab4809996d	Agrostis cappilaris	Plantae
a07c7620-2928-4432-a3ec-90e44b9b0d55	NTNU-VM	HumanObservation	f67cd5b3-f7b9-4b36-9ae7-4d3a70e97960	50	Relative Frequency	a07c7620-2928-4432-a3ec-90e44b9b0d55	Agrostis cappilaris	Plantae
fdeedf34-dc20-4850-9ad8-0117d27ee3cd	NTNU-VM	HumanObservation	d76730ca-a569-4a35-a6fe-f8918ff78c94	50	Relative Frequency	fdeedf34-dc20-4850-9ad8-0117d27ee3cd	Agrostis cappilaris	Plantae
a055fb45-0d7c-484d-a401-1195e08f7c41	NTNU-VM	HumanObservation	13d55a44-67f8-4c96-ac04-910ed3e86a3c	62.5	Relative Frequency	a055fb45-0d7c-484d-a401-1195e08f7c41	Agrostis cappilaris	Plantae
68a3f22b-60f2-4ac7-9f3f-98702b8a3890	NTNU-VM	HumanObservation	c55bab98-5d44-4051-8bf4-4b8981c9b811	6.25	Relative Frequency	68a3f22b-60f2-4ac7-9f3f-98702b8a3890	Agrostis cappilaris	Plantae
acdec18b-e629-47f9-90da-6b2f8fac015f	NTNU-VM	HumanObservation	36ba6c03-ec5e-4ead-8e6a-d28343959f23	6.25	Relative Frequency	acdec18b-e629-47f9-90da-6b2f8fac015f	Agrostis cappilaris	Plantae
5a32a803-4079-47e2-9f41-afd6a2bdfa8f	NTNU-VM	HumanObservation	81c207b5-1488-491b-931f-cab1e1e198e1	68.75	Relative Frequency	5a32a803-4079-47e2-9f41-afd6a2bdfa8f	Agrostis cappilaris	Plantae
4ddfb9e9-2a88-4ed4-b7b5-2c7c46ef3604	NTNU-VM	HumanObservation	579c71d0-9645-43d0-94f9-424b61c8fa7d	56.25	Relative Frequency	4ddfb9e9-2a88-4ed4-b7b5-2c7c46ef3604	Agrostis cappilaris	Plantae
7f4605eb-ade7-40e1-ba6d-4dd123346ca5	NTNU-VM	HumanObservation	4521a739-c50b-4217-99e4-11a2e86251b6	50	Relative Frequency	7f4605eb-ade7-40e1-ba6d-4dd123346ca5	Agrostis cappilaris	Plantae
a0615289-b382-465b-9f19-85f142d5717f	NTNU-VM	HumanObservation	ab21692d-1892-4669-843a-491e07f57269	12.5	Relative Frequency	a0615289-b382-465b-9f19-85f142d5717f	Agrostis cappilaris	Plantae
d76bdfc4-1672-4cfd-9ec5-c78bd7b8a129	NTNU-VM	HumanObservation	8510dece-d808-47b4-af06-b662a4f56771	6.25	Relative Frequency	d76bdfc4-1672-4cfd-9ec5-c78bd7b8a129	Agrostis cappilaris	Plantae
559f5de6-5267-4120-98a6-fd4ab8b15a3a	NTNU-VM	HumanObservation	26bc7674-6598-4979-9233-a8c1ed7c4693	31.25	Relative Frequency	559f5de6-5267-4120-98a6-fd4ab8b15a3a	Agrostis cappilaris	Plantae
697b1b37-2674-4e2c-97a1-9c98c879e844	NTNU-VM	HumanObservation	f8cb1f1e-9d10-4a9d-8f61-d4ef5b233068	18.75	Relative Frequency	697b1b37-2674-4e2c-97a1-9c98c879e844	Agrostis cappilaris	Plantae
d2fce668-3cc5-4d19-bbf0-51837b15cf1b	NTNU-VM	HumanObservation	b08e9b07-8b4a-41f4-a06c-519fb6f0c61f	43.75	Relative Frequency	d2fce668-3cc5-4d19-bbf0-51837b15cf1b	Agrostis cappilaris	Plantae
e339d278-7529-4cea-9548-116ed06a69e0	NTNU-VM	HumanObservation	3bb067e3-6536-446d-bd85-6b5cc4235f54	50	Relative Frequency	e339d278-7529-4cea-9548-116ed06a69e0	Agrostis cappilaris	Plantae
f8cc48c6-f89e-42b6-88aa-1497946eaa18	NTNU-VM	HumanObservation	fa034ab7-9087-4542-8cfc-c03032702cc7	81.25	Relative Frequency	f8cc48c6-f89e-42b6-88aa-1497946eaa18	Agrostis cappilaris	Plantae
cb0ebcca-35c9-4475-b890-0cc9e538c4da	NTNU-VM	HumanObservation	0f3c16a0-53b6-4a61-9d5d-1e6d043ecc61	25	Relative Frequency	cb0ebcca-35c9-4475-b890-0cc9e538c4da	Agrostis cappilaris	Plantae
49543737-8743-405a-a259-c17c4fe98c69	NTNU-VM	HumanObservation	68e59d81-369a-4640-8304-40461a190d61	25	Relative Frequency	49543737-8743-405a-a259-c17c4fe98c69	Agrostis cappilaris	Plantae
484c0c4d-9850-45d7-9087-cf1d58ab2f2e	NTNU-VM	HumanObservation	6539d309-91a8-4504-b527-a761ce1d0619	50	Relative Frequency	484c0c4d-9850-45d7-9087-cf1d58ab2f2e	Agrostis cappilaris	Plantae
3c5f0102-15dd-4705-9799-6ce4b6421d0b	NTNU-VM	HumanObservation	113edec8-b143-4c0e-ac77-09f5cb0e149a	81.25	Relative Frequency	3c5f0102-15dd-4705-9799-6ce4b6421d0b	Agrostis cappilaris	Plantae
c60fdabf-d919-40b7-9420-11de3a569f5d	NTNU-VM	HumanObservation	ae9c8a38-abce-4802-bd76-58f5249e9ff8	25	Relative Frequency	c60fdabf-d919-40b7-9420-11de3a569f5d	Agrostis cappilaris	Plantae
97466c39-36ce-45b9-bb3f-faeca37e0a6e	NTNU-VM	HumanObservation	bbf71f5c-a1de-45c4-99bc-b33488c93dd2	50	Relative Frequency	97466c39-36ce-45b9-bb3f-faeca37e0a6e	Agrostis cappilaris	Plantae
cb683bed-184a-4dcb-a3e7-e6d5697871be	NTNU-VM	HumanObservation	d10b6204-2a74-4dcb-b725-281bab1dc030	81.25	Relative Frequency	cb683bed-184a-4dcb-a3e7-e6d5697871be	Agrostis cappilaris	Plantae
d97dc04a-415f-4451-bcdb-77559efc3cc8	NTNU-VM	HumanObservation	75653df1-c1a2-47b5-929a-f0567ae150b8	62.5	Relative Frequency	d97dc04a-415f-4451-bcdb-77559efc3cc8	Agrostis cappilaris	Plantae
dffd0cc4-e79e-442e-a909-eb55cb34d0fe	NTNU-VM	HumanObservation	92fc7589-631d-40fc-a077-60aa91a4bf21	12.5	Relative Frequency	dffd0cc4-e79e-442e-a909-eb55cb34d0fe	Agrostis cappilaris	Plantae
3ff1f331-cd8b-42d9-b94a-f675acdfb013	NTNU-VM	HumanObservation	eefb7eff-b35d-489c-8790-0802de526538	6.25	Relative Frequency	3ff1f331-cd8b-42d9-b94a-f675acdfb013	Agrostis cappilaris	Plantae
d3ceb1e0-0910-4366-97eb-2ef4c2bb0cf0	NTNU-VM	HumanObservation	460553e8-6936-4a48-91f5-0f580443b692	81.25	Relative Frequency	d3ceb1e0-0910-4366-97eb-2ef4c2bb0cf0	Agrostis cappilaris	Plantae
da7db182-867b-474a-b532-3fc95f56f94d	NTNU-VM	HumanObservation	d1560b3a-c926-448f-a89a-a1889e9963bb	68.75	Relative Frequency	da7db182-867b-474a-b532-3fc95f56f94d	Agrostis cappilaris	Plantae
57a57fe8-3117-45d3-87a9-b4da843a4017	NTNU-VM	HumanObservation	12b0ead1-1e3f-4350-b68f-7cd0ec455c0d	75	Relative Frequency	57a57fe8-3117-45d3-87a9-b4da843a4017	Agrostis cappilaris	Plantae
5ed320f1-a937-4b5a-8fa3-edaf0f4f5498	NTNU-VM	HumanObservation	b119bbbd-26cc-40b7-9114-39aac77ea3bb	50	Relative Frequency	5ed320f1-a937-4b5a-8fa3-edaf0f4f5498	Agrostis cappilaris	Plantae
b365dedf-9280-41a7-8729-a149fab455ec	NTNU-VM	HumanObservation	5a7213f1-2233-4aba-8179-c2671762a6e9	62.5	Relative Frequency	b365dedf-9280-41a7-8729-a149fab455ec	Agrostis cappilaris	Plantae
974c4e59-28be-4fae-a993-51361687f73e	NTNU-VM	HumanObservation	c46b9dea-e739-476c-aeb1-3edf945262b5	31.25	Relative Frequency	974c4e59-28be-4fae-a993-51361687f73e	Agrostis cappilaris	Plantae
6d166a6f-ba8d-4a0a-bf16-63e310570e5c	NTNU-VM	HumanObservation	d67b9409-8d08-4e39-9a48-8db51028777f	37.5	Relative Frequency	6d166a6f-ba8d-4a0a-bf16-63e310570e5c	Agrostis cappilaris	Plantae
cdfd9ea0-69c7-44df-ab30-dcc8d5f5943c	NTNU-VM	HumanObservation	f5b715c6-e71d-43b9-b1a4-96d59dc05f23	56.25	Relative Frequency	cdfd9ea0-69c7-44df-ab30-dcc8d5f5943c	Agrostis cappilaris	Plantae
d3049044-d77c-4564-b4d1-47b7f6d661df	NTNU-VM	HumanObservation	b5f40ff0-a72f-4635-82ac-70b7ac4eb282	50	Relative Frequency	d3049044-d77c-4564-b4d1-47b7f6d661df	Agrostis cappilaris	Plantae
1ec833e5-2510-482d-b26a-5891b39779f9	NTNU-VM	HumanObservation	2f4a3d0a-bd71-40c0-b937-c2dee1c6de1c	6.25	Relative Frequency	1ec833e5-2510-482d-b26a-5891b39779f9	Agrostis cappilaris	Plantae
cb7fb103-488b-4c70-885f-cc143d1ea895	NTNU-VM	HumanObservation	fd67bb11-4892-4379-997f-2901b3d8c2c5	12.5	Relative Frequency	cb7fb103-488b-4c70-885f-cc143d1ea895	Agrostis cappilaris	Plantae
f5560814-f612-45bf-a782-b07e8249c5a4	NTNU-VM	HumanObservation	1e8ccf6f-b8c4-4584-bfd0-70148fbe8052	87.5	Relative Frequency	f5560814-f612-45bf-a782-b07e8249c5a4	Agrostis cappilaris	Plantae
80d63a5f-8130-4b73-a216-55892cc817d4	NTNU-VM	HumanObservation	8c685974-c80c-44d4-a3c9-c86661026712	56.25	Relative Frequency	80d63a5f-8130-4b73-a216-55892cc817d4	Agrostis cappilaris	Plantae
ada90fe0-f36d-4476-9941-3a607b051910	NTNU-VM	HumanObservation	05842315-47da-45b9-bb72-97d865eee089	93.75	Relative Frequency	ada90fe0-f36d-4476-9941-3a607b051910	Agrostis cappilaris	Plantae
60cc307c-5c82-41a3-8a72-c3a9abcade97	NTNU-VM	HumanObservation	93460f7d-b806-40ab-8d27-7f9c443b7c18	18.75	Relative Frequency	60cc307c-5c82-41a3-8a72-c3a9abcade97	Agrostis cappilaris	Plantae
32532d20-f005-49b4-843a-0d618ddd508a	NTNU-VM	HumanObservation	7d694321-c52b-46ba-8498-87fca078ee5f	18.75	Relative Frequency	32532d20-f005-49b4-843a-0d618ddd508a	Agrostis cappilaris	Plantae
7a8d77d6-5096-4d4a-8a0e-9b79cf833027	NTNU-VM	HumanObservation	8033d2ff-9971-44dc-b5e5-f2cbafbf21e5	6.25	Relative Frequency	7a8d77d6-5096-4d4a-8a0e-9b79cf833027	Agrostis cappilaris	Plantae
fb4ea0e0-f0e9-4183-89d5-13c625434ec5	NTNU-VM	HumanObservation	57ea9720-ce8b-41fd-8306-e744ee5b56a4	62.5	Relative Frequency	fb4ea0e0-f0e9-4183-89d5-13c625434ec5	Agrostis cappilaris	Plantae
afda3ca8-d32d-410e-8945-459ba9939cb5	NTNU-VM	HumanObservation	4bc89c16-59d8-4f10-b442-49fbf27b6612	6.25	Relative Frequency	afda3ca8-d32d-410e-8945-459ba9939cb5	Agrostis cappilaris	Plantae
d4a60fd7-1713-4a71-a09a-799ff084d5b7	NTNU-VM	HumanObservation	0bab1de0-936c-4975-b539-1c7956f98c51	6.25	Relative Frequency	d4a60fd7-1713-4a71-a09a-799ff084d5b7	Agrostis cappilaris	Plantae
e67d7cb4-70f8-4d47-a573-6ead857e3691	NTNU-VM	HumanObservation	71061f7f-1f91-4ed4-9e28-4362d8b46229	25	Relative Frequency	e67d7cb4-70f8-4d47-a573-6ead857e3691	Agrostis cappilaris	Plantae
ff0e0ede-11c8-4048-ba85-88fd996a7f32	NTNU-VM	HumanObservation	ea53fff8-68d9-4963-86aa-79a9f0b2716c	31.25	Relative Frequency	ff0e0ede-11c8-4048-ba85-88fd996a7f32	Agrostis cappilaris	Plantae
873b9a17-d26c-49e5-bae7-ff301b9ad5b2	NTNU-VM	HumanObservation	3d83cde4-8edb-4e07-b77c-8a964e1e5a19	56.25	Relative Frequency	873b9a17-d26c-49e5-bae7-ff301b9ad5b2	Agrostis cappilaris	Plantae
4e5d5a83-e649-4718-8680-10b751fea9e9	NTNU-VM	HumanObservation	c7032e89-ad53-4adc-b36a-cb0b0b97affa	31.25	Relative Frequency	4e5d5a83-e649-4718-8680-10b751fea9e9	Agrostis cappilaris	Plantae
28678776-a143-442c-9576-9ac44bc06af3	NTNU-VM	HumanObservation	33a51293-7977-4e29-ab8b-4203fdf46f0c	31.25	Relative Frequency	28678776-a143-442c-9576-9ac44bc06af3	Agrostis cappilaris	Plantae
7a21ebc8-d308-4bf0-aac4-14b2c374df39	NTNU-VM	HumanObservation	2d4ff711-d501-45d0-9715-5281f3ecb1a1	18.75	Relative Frequency	7a21ebc8-d308-4bf0-aac4-14b2c374df39	Agrostis cappilaris	Plantae
2eeb6290-51fc-4d69-ae41-f30811ca3028	NTNU-VM	HumanObservation	22cac4b6-e632-4cbe-af0f-0ca756fe68ae	62.5	Relative Frequency	2eeb6290-51fc-4d69-ae41-f30811ca3028	Agrostis cappilaris	Plantae
12d4fd61-1fcd-49db-81ce-aa97fe57018e	NTNU-VM	HumanObservation	9f6ec36e-0239-4d6e-9c3b-1d49db325b8c	31.25	Relative Frequency	12d4fd61-1fcd-49db-81ce-aa97fe57018e	Agrostis cappilaris	Plantae
8b9bd068-cf39-4f37-8ed6-398b12812e6a	NTNU-VM	HumanObservation	181f05e2-4481-4f9a-897f-4ba9a92d1ada	25	Relative Frequency	8b9bd068-cf39-4f37-8ed6-398b12812e6a	Agrostis cappilaris	Plantae
25bb2db7-db6e-429a-a27c-1606c33393e9	NTNU-VM	HumanObservation	2716fc9b-7e9c-4ab8-9318-29f1ad813d36	68.75	Relative Frequency	25bb2db7-db6e-429a-a27c-1606c33393e9	Agrostis cappilaris	Plantae
7dbebfa5-45b6-4474-93e6-d333b3ef0206	NTNU-VM	HumanObservation	8e1e5c10-275a-40d5-9234-ec5c4b9d2a2a	6.25	Relative Frequency	7dbebfa5-45b6-4474-93e6-d333b3ef0206	Agrostis cappilaris	Plantae
a0ec8fe0-f50f-4097-bf05-f8b157e1f991	NTNU-VM	HumanObservation	bc2e8488-c40a-450a-bff2-02c9cb78a23b	6.25	Relative Frequency	a0ec8fe0-f50f-4097-bf05-f8b157e1f991	Agrostis cappilaris	Plantae
6d6a48af-a197-4ee1-ba2c-0229ffb6763f	NTNU-VM	HumanObservation	73241d4e-a057-4c72-a579-27d0d6887f2d	6.25	Relative Frequency	6d6a48af-a197-4ee1-ba2c-0229ffb6763f	Agrostis cappilaris	Plantae
41151973-a46a-4476-bb43-dedf5c85b72f	NTNU-VM	HumanObservation	0da251f1-5214-4efd-a873-195127036b1d	12.5	Relative Frequency	41151973-a46a-4476-bb43-dedf5c85b72f	Agrostis cappilaris	Plantae
0047c461-e40d-4ad1-82e4-2bea543fb884	NTNU-VM	HumanObservation	61daccae-fdac-4ef6-b61b-741dec729de3	25	Relative Frequency	0047c461-e40d-4ad1-82e4-2bea543fb884	Agrostis cappilaris	Plantae
616125e2-2e55-47c9-9337-6705d6b37fb9	NTNU-VM	HumanObservation	a2d434f8-feb0-4094-a3e4-637ec3d301ee	68.75	Relative Frequency	616125e2-2e55-47c9-9337-6705d6b37fb9	Agrostis cappilaris	Plantae
45dbde65-1bb6-4736-9941-979c879b0ab3	NTNU-VM	HumanObservation	486675c7-3767-429f-afa7-1a4e248f4de6	75	Relative Frequency	45dbde65-1bb6-4736-9941-979c879b0ab3	Agrostis cappilaris	Plantae
c4be9dbc-45b2-41fc-ad91-03c6ae0ebc9b	NTNU-VM	HumanObservation	0eab59b8-7260-4774-8e5d-9eb989e29367	75	Relative Frequency	c4be9dbc-45b2-41fc-ad91-03c6ae0ebc9b	Agrostis cappilaris	Plantae
dc4464e0-352a-49dc-be31-6732d282aba0	NTNU-VM	HumanObservation	5f074a0d-b84c-4e74-9384-f6c814a1f83c	37.5	Relative Frequency	dc4464e0-352a-49dc-be31-6732d282aba0	Agrostis cappilaris	Plantae
07b9f391-b911-4258-8cc6-d5e1438a75d7	NTNU-VM	HumanObservation	27e16417-d6de-46e9-b8d8-77a0982b7c0e	37.5	Relative Frequency	07b9f391-b911-4258-8cc6-d5e1438a75d7	Agrostis cappilaris	Plantae
002dfb31-22d6-4da8-a1a4-3a2760d8c691	NTNU-VM	HumanObservation	553d34ef-27ce-4e48-bf0a-d483dd39ce12	18.75	Relative Frequency	002dfb31-22d6-4da8-a1a4-3a2760d8c691	Agrostis cappilaris	Plantae
8eff78bc-ba11-4403-8260-6b14ab2a2bda	NTNU-VM	HumanObservation	cf2bec13-e159-4ab7-b5e1-e8a3ac5c1503	50	Relative Frequency	8eff78bc-ba11-4403-8260-6b14ab2a2bda	Agrostis cappilaris	Plantae
4a48a340-39b0-4284-9dcd-cd501b508367	NTNU-VM	HumanObservation	6074c1d4-8aa3-4d59-a958-9ceb376daac8	31.25	Relative Frequency	4a48a340-39b0-4284-9dcd-cd501b508367	Agrostis cappilaris	Plantae
b451bd7d-7cf8-4c71-a389-069ad3a1a6d2	NTNU-VM	HumanObservation	971bb644-d971-4505-b593-5eb5ff804f7a	31.25	Relative Frequency	b451bd7d-7cf8-4c71-a389-069ad3a1a6d2	Agrostis cappilaris	Plantae
5e121fad-228c-481e-a1e5-cf207bb24f90	NTNU-VM	HumanObservation	74a412cb-c228-4de5-81a6-e5d18f701730	31.25	Relative Frequency	5e121fad-228c-481e-a1e5-cf207bb24f90	Agrostis cappilaris	Plantae
b64ca29e-c464-4b94-b525-657c0c611182	NTNU-VM	HumanObservation	e154d348-4e1a-4e8e-b9e4-d6404a6f7706	12.5	Relative Frequency	b64ca29e-c464-4b94-b525-657c0c611182	Agrostis cappilaris	Plantae
3a724e8e-b3b8-4386-b426-4329748f58ab	NTNU-VM	HumanObservation	2c6e5d45-0188-432e-a641-e4cb02337520	87.5	Relative Frequency	3a724e8e-b3b8-4386-b426-4329748f58ab	Agrostis cappilaris	Plantae
8885e72d-a1dd-4830-8c63-94192f95333e	NTNU-VM	HumanObservation	c9104595-f9c9-4905-8b73-f9547cc6631b	43.75	Relative Frequency	8885e72d-a1dd-4830-8c63-94192f95333e	Agrostis cappilaris	Plantae
f6409d95-df6f-4667-a9b6-07bfaf5b5c45	NTNU-VM	HumanObservation	c01d08da-b0e4-48ef-9236-ad311861391e	75	Relative Frequency	f6409d95-df6f-4667-a9b6-07bfaf5b5c45	Agrostis cappilaris	Plantae
87b9db46-171f-42d7-8878-db015cdd5bfa	NTNU-VM	HumanObservation	891cd955-4459-48eb-bb1b-13813ae8318d	37.5	Relative Frequency	87b9db46-171f-42d7-8878-db015cdd5bfa	Agrostis cappilaris	Plantae
b52f020b-ae2f-4567-b676-54649a650841	NTNU-VM	HumanObservation	debdf605-1523-4958-a05d-49fa8d345033	18.75	Relative Frequency	b52f020b-ae2f-4567-b676-54649a650841	Agrostis cappilaris	Plantae
0a86db7f-42a4-4212-9079-edd2a9ba22a3	NTNU-VM	HumanObservation	4a370d09-2cd1-491c-9ce1-ccb0d43a347a	6.25	Relative Frequency	0a86db7f-42a4-4212-9079-edd2a9ba22a3	Agrostis cappilaris	Plantae
d6e3fb73-0c08-4233-9fe0-d4bc951a7166	NTNU-VM	HumanObservation	1b94201d-2a4c-4573-81f5-a55b8f0a1e3a	31.25	Relative Frequency	d6e3fb73-0c08-4233-9fe0-d4bc951a7166	Agrostis cappilaris	Plantae
1a853803-d82c-4897-ac12-e93ecc246d1b	NTNU-VM	HumanObservation	61315227-4645-4e22-b0c3-ede51efedcdf	6.25	Relative Frequency	1a853803-d82c-4897-ac12-e93ecc246d1b	Agrostis cappilaris	Plantae
0c58c214-d6e4-4900-86d2-0504f7bb4574	NTNU-VM	HumanObservation	f5f7bb77-5e04-4bb0-9d22-157621844369	6.25	Relative Frequency	0c58c214-d6e4-4900-86d2-0504f7bb4574	Agrostis cappilaris	Plantae
9b714547-d6a7-470e-a53d-8dce04718f0e	NTNU-VM	HumanObservation	400f4f53-afd0-4c03-8c44-20a7e2a30358	18.75	Relative Frequency	9b714547-d6a7-470e-a53d-8dce04718f0e	Agrostis cappilaris	Plantae
c42179bd-2677-4fd7-b017-3f5dbcf2f17f	NTNU-VM	HumanObservation	39ab8630-a474-4e2a-b77d-228cfc38ae1e	43.75	Relative Frequency	c42179bd-2677-4fd7-b017-3f5dbcf2f17f	Agrostis cappilaris	Plantae
098c841f-028c-4184-9e7d-f35dd3d4301f	NTNU-VM	HumanObservation	2204114b-4755-4a08-9924-9693057481b9	37.5	Relative Frequency	098c841f-028c-4184-9e7d-f35dd3d4301f	Agrostis cappilaris	Plantae
b857a920-e293-48a8-acfa-f88756a1f6d6	NTNU-VM	HumanObservation	a04a21ed-0fee-4b58-975b-78cd5d4568c8	31.25	Relative Frequency	b857a920-e293-48a8-acfa-f88756a1f6d6	Agrostis cappilaris	Plantae
