id	measurementType	measurementValue	measurementUnit	measurementDeterminedDate	measurementMethod	measurementRemarks
bc5a9517-f225-49ab-ba3e-6d79adbb412d	Rodent disturbance	5	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
af918b05-4c08-4201-b85e-21025a11b37b	Rodent disturbance	2	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
a6412b53-bd6f-44e6-8a8c-5dd23a5280f5	Rodent disturbance	6	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
2927f13c-24be-4686-b696-4f8477d04eca	Rodent disturbance	5	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
062afbf9-08a5-489c-add2-5adab57c7a10	Rodent disturbance	6	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
c06c0602-57fc-42c8-bca5-ab279128b05d	Rodent disturbance	10	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
d8a59647-6a9f-47b3-bc88-27fda01be324	Rodent disturbance	6	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
104d95a8-28cf-43e9-b623-7eee101f62b9	Rodent disturbance	11	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
5bf9d8ba-cab7-4084-a351-69b438847962	Rodent disturbance	2	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
48376e85-ac93-43e3-8178-3da6e68ed78e	Rodent disturbance	6	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
13bb6881-c770-4d78-9487-ef3760100831	Rodent disturbance	5	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
fbd1d459-a501-42b1-ad09-ba0cc1494fae	Rodent disturbance	1	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
051647d7-4959-4b85-8233-4a3fc802ac8a	Rodent disturbance		frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
c77cbe11-61b4-4cbf-a9b6-9d6e36540ad6	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
7cdf214d-1bea-48b2-a574-c2d81ad2fd3f	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
d7393281-8262-4e42-9909-d02e49fa7fc0	Rodent disturbance	5	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
6669191f-d9b0-43b7-b7ad-c9b2b27fff41	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
8b599692-1e31-4478-a12c-b875b5673d87	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
5e9565b0-f4b2-4d9a-8cd3-270265b08348	Rodent disturbance	13	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
217884e9-db15-4230-adeb-803852d3ee70	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
2a3a58e8-94e7-4d63-9329-762dfdb56228	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
40dd6e8b-70a9-4b2f-bc62-d172cd5b9596	Rodent disturbance	3	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
bf453178-ab73-46d3-8a05-8304b559a05d	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
5366830d-5d2e-475c-8759-9966a67478b6	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
7c18fb94-d542-4e30-83b4-e4116f0312f9	Rodent disturbance	2	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
d6600e0d-9ebc-4f54-a67e-ba4b8d961455	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
9efbfa91-fffb-41c4-ab35-055007331611	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
d61c0cea-3563-4920-ad2d-e04c7fd470ac	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
fbdaa110-dc55-4011-861c-f9cb4af190d5	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
5bdf2008-6850-44eb-a8e4-5331d9d6b768	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
725758cd-4352-4608-9502-7446fd6f08e7	Rodent disturbance	4	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
4455da9b-f4f3-497e-b4b5-6b708e8ebb86	Rodent disturbance	1	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
ae6d001e-0f22-4df0-b4eb-cf5c4d87ed74	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
2d634782-fb8b-4af2-86af-1d1242bf5304	Rodent disturbance	1	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
8264cd24-11ff-4a7b-a897-4c46ec67aead	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
ae541e29-0d4b-4a53-8d97-4a7e093d33d0	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
6c38dda6-cb4a-4719-97f8-de48aa3d1bff	Rodent disturbance	2	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
a9cba540-da4e-4e5b-95ad-1e72ab866c11	Rodent disturbance	12	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
00087464-0136-4eb6-bb2e-d53e73cae6c5	Rodent disturbance	1	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
d0262062-3f3a-4d94-bc47-4c0db0c7690b	Rodent disturbance	12	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
03f890b3-58ce-44ca-8cf1-c5830f947d67	Rodent disturbance	11	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
48552ec9-8511-4a0c-a04e-df7ccc77778f	Rodent disturbance	9	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
4b366653-8be2-4c27-81fe-df9e5ff2bf4f	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
6e6a6c9b-ed5e-4fe6-b251-b8dd72ecc8c6	Rodent disturbance	0	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
c773fdd7-8ad8-477c-b087-83c98b976d10	Rodent disturbance	12	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
82d7c758-6d8e-4e7c-863e-015b8fc4e243	Rodent disturbance	8	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
1186aaa5-2fef-44c6-9e6d-374a646e6b61	Rodent disturbance	2	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
d88b1b13-ae6d-4ae1-900f-ee38d6022f62	Rodent disturbance	12	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
98195bdf-5e21-4f43-bacf-2c65299e3e6c	Rodent disturbance	1	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
331425e2-892d-410b-bc95-9dd25f59b4fd	Rodent disturbance	1	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
36e138ce-5ebd-4ade-87c3-58827ab09ff1	Rodent disturbance	2	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
12aa461c-4984-4e50-938d-eb236711132f	Rodent disturbance	13	frequency	2004		Number of subplot (total 16 subplots) that showed signes of rodents (feces, tunnels, nest etc.).
