"scientificName","occurenceQuantity","eventID","occurenceID"
"Agrostis cappilaris",12.5,"54617ca1-62f1-4aec-9f73-eaf4aaeae5d9","208c9ad7-2823-4b8f-a8ae-922f3183dd3e"
"Agrostis cappilaris",6.25,"1f753901-46f2-43e7-ae67-d39893e585b1","b3652bc9-bf3e-4b15-9ac7-fdc03ecf0e1b"
"Agrostis cappilaris",31.25,"9a096f4b-8d9c-4e4f-b8bf-c100b3531533","54e8f880-e564-42a9-a94b-dccc5158e5db"
"Agrostis cappilaris",18.75,"bd5cae63-49c8-4f75-bb5a-459566d98612","0d55f9c7-301e-4b97-9e01-f21e5c916eba"
"Agrostis cappilaris",43.75,"75d433f1-ad02-4690-9d39-849c793ad469","d8897aca-6451-458f-a4aa-68e5f869754e"
"Agrostis cappilaris",50,"9c934d9c-655b-4507-9eee-a42aac037165","f470a36f-b85e-4d0a-a30a-cc5c192ab636"
"Agrostis cappilaris",81.25,"7627b91c-ca51-498c-831c-afb1acaff560","ab0c7f6e-9542-46f1-8802-9ed1934990a1"
"Agrostis cappilaris",25,"24b0642b-62d7-4ec9-9885-f1d8434d4ee7","124e9f06-b1ea-489d-8e73-afc04e82180c"
"Agrostis cappilaris",25,"6d8f63f5-f79b-4024-aa05-19e6555bb41f","06cc35f4-f774-47ec-8b4a-6b6f89ad7fcd"
"Agrostis cappilaris",50,"535f59e1-a452-459a-aa8f-c2ae42b54be9","bdbf7bf2-d986-436a-8c77-5c5ddc6778eb"
"Agrostis cappilaris",81.25,"2bccb365-c98a-446d-aea9-4a33d04387d5","d42ae534-140f-4f81-9679-cc4d50d5bf67"
"Agrostis cappilaris",25,"3e58dd0c-a283-414d-b7ce-3c5dc76ebabe","6adafe8b-c317-4295-934c-1b4bf38dfea3"
"Agrostis cappilaris",50,"14e1a388-4fba-4634-8f6e-65354ef33fc4","02fbebf1-7016-4a97-b3ea-1e4eeec68540"
"Agrostis cappilaris",81.25,"2312dfda-2d89-449c-8049-092f46b58698","44e87fb2-0c2f-4dc2-812c-1c764039a8f9"
"Agrostis cappilaris",62.5,"b58d020e-5fff-4ef3-ad69-a63c6bd7ed55","1e1994dd-c116-4036-a34f-3b61a7744967"
"Agrostis cappilaris",12.5,"cde24d8c-3d38-4e88-9b93-7a4ba5cfc6f5","5af80368-be65-4a32-9dba-b5c9c5dc13aa"
"Agrostis cappilaris",6.25,"18872cf7-0dd9-4eba-a027-d6928ad009ef","1b7835c1-8bec-44f2-9579-c3df6e0f6789"
"Agrostis cappilaris",81.25,"7eeee186-3f5e-49b5-88f1-548bd413dd99","32c80be7-79a0-4c7a-b13a-0bb2b35316cc"
"Agrostis cappilaris",68.75,"2d2a0255-bb9e-4db0-af9b-cb247d3f787d","e162478b-5702-4bfb-9d87-a7928499b5e8"
"Agrostis cappilaris",75,"bd8db2b5-d082-43e6-9db8-323b3a049d79","892ed981-a871-4e76-b959-03710ffbac77"
"Agrostis cappilaris",50,"2b7f7ac2-1bde-44d1-b66e-cec31b89f846","2e85d7fe-88d3-4362-ac92-c83da36b1691"
"Agrostis cappilaris",62.5,"ac7c0d31-25f1-4083-95b8-bcbf0b8c23e1","e2ae9667-2837-4657-a676-2e733ba543df"
"Agrostis cappilaris",31.25,"907aa4c7-27d0-43ea-a008-02ad4f9fb4f0","58f877d1-e4e4-49c7-bae7-50a9364c81c6"
"Agrostis cappilaris",37.5,"34e12c56-290c-4b17-b2ab-ae7a1d598f65","82834b9f-18e6-4c4f-8362-c9134efe6d67"
"Agrostis cappilaris",56.25,"0d1a2180-4141-42d9-9078-489dd4259bb2","832a275b-6022-4094-afc8-524d4ec68c99"
"Agrostis cappilaris",50,"5808543d-5a8e-4dd7-8ec1-d143b2601de7","29c78c94-fab3-49e3-9040-b2c86146dc58"
"Agrostis cappilaris",6.25,"5e4f8658-d8a3-4b58-a801-809270f4f5bb","681a9b22-53cc-44d5-bd8a-a0813db0ecfa"
"Agrostis cappilaris",12.5,"f4f9baf8-7fd3-44dc-bc10-ccc74fd78dbb","38897c38-d8b2-47f9-ac44-7cba32e0bca1"
"Agrostis cappilaris",87.5,"12ff1e75-90b3-43af-b2ff-ad582b49b04f","cacac0f4-ffbf-4306-9a65-59502df6041a"
"Agrostis cappilaris",56.25,"46fa62b6-1eb5-4998-9bd4-1d4fc3467745","d8f373ac-e915-48ae-ab2f-2d070af5351e"
"Agrostis cappilaris",93.75,"a8218399-5d70-4508-92eb-c0b43338e80d","e20e4743-d983-462f-8eb6-54fa2a301121"
"Agrostis cappilaris",18.75,"c8a687eb-d8e5-4a1a-8260-c9071cf6352c","e82cdd31-0ef9-456c-89e3-2339ce8d67f4"
"Agrostis cappilaris",18.75,"d86adec7-a26f-4379-a5e6-e6347a9938c4","723c2c75-1bce-4c82-b7ff-6bb6e2854918"
"Agrostis cappilaris",6.25,"1ad97011-2d77-4c58-a814-bccbdc3632bc","423e86ba-79a2-474f-8a81-93e550a0d68c"
"Agrostis cappilaris",62.5,"edc96b34-fb70-4c1b-86ef-823fe409449e","8b478425-7ad7-43de-a321-a238bc66083c"
"Agrostis cappilaris",6.25,"5302d9de-e2f3-47be-8f50-4c725604a0c6","10f0a113-a178-4e20-8e8b-1c3426381192"
"Agrostis cappilaris",6.25,"22285f92-921a-4148-a023-df0c4de35961","b006763e-39e9-4bbd-821c-edc5eeb988b1"
"Agrostis cappilaris",25,"fe5d5f80-8302-4db2-941b-7dad33906f0e","4d946512-ff5a-42f9-995e-30aee7ac3127"
"Agrostis cappilaris",31.25,"8223ebe5-2a4c-4c23-a335-48351eca9f7e","316d4e16-6249-48e8-a326-461cddb56271"
"Agrostis cappilaris",56.25,"895a717a-d406-4700-957d-7f749d37a660","bd687889-30ac-4363-b86a-dd0321048bec"
"Agrostis cappilaris",31.25,"f3c33d1e-bbb7-41fc-a66a-57718327a3f5","b1725f95-c111-4530-9bee-ce309f496718"
"Agrostis cappilaris",31.25,"9d8cddc3-04ab-4a59-9ac3-030581a304b7","2cdb03d2-7174-42fe-a5c5-f4737d542ea1"
"Agrostis cappilaris",18.75,"9f4937d6-3337-4367-8ea1-cff096531c74","1eed4313-0d0d-46ac-baa0-a2040410c9fd"
"Agrostis cappilaris",62.5,"35073381-b3b3-4fa8-bbf3-0833b118692b","977d5314-7a1b-49af-86c9-37ce65e572df"
"Agrostis cappilaris",31.25,"01f9355d-eb69-48ac-bcca-e092ef84b6ec","0cef9750-56ac-46b4-81d8-daf29b207de5"
"Agrostis cappilaris",25,"b765b750-a9fe-4de8-a336-81c72a2e13c9","86bce5fd-c3db-4105-8aab-fee661dfcdc9"
"Agrostis cappilaris",68.75,"4283c6d3-1e35-4c13-9c6f-1f8fd4d7fe7c","e3c57e2c-79af-4754-999f-d4ed1c826264"
"Agrostis cappilaris",6.25,"898b4c1e-337c-4bb9-a5d8-6f3704ac431f","4b06725b-7f79-4599-8627-91af7c288734"
"Agrostis cappilaris",6.25,"c156908f-ba43-4b30-b130-4d4e56dcbaba","a1630686-9816-4cdb-9dae-c033df57b4f9"
"Agrostis cappilaris",6.25,"3f068ee4-b6d5-4931-a65a-1f3f05e7561d","6ca73f0e-040a-4843-97a3-b189133967d7"
"Agrostis cappilaris",12.5,"4d3d7fdc-c29a-4b86-83b8-98091532d901","6077b24b-6f7d-4cef-b35f-54f5ada9be8c"
"Agrostis cappilaris",25,"ca418dda-907f-4ff2-afef-33ea7bf602a1","a76e9bd6-281a-4bfc-add8-5cddbe61bda1"
"Agrostis cappilaris",68.75,"ec0e852b-de25-499f-94ed-69f89e23cfb4","ac451be3-657a-47d7-a7ab-c34d968da156"
"Agrostis cappilaris",75,"ae4d22d6-99f4-4b2d-9e14-cb711ce503d4","ecaaee6f-048a-4272-bc51-bfc6c095d330"
"Agrostis cappilaris",75,"12939c48-c864-40e2-b729-db9cb48fb25b","9d5b5502-8cac-4531-86ff-83cdd805628a"
"Agrostis cappilaris",37.5,"e1a643e1-fe9d-4a9f-8b46-c6b3e7e55ed6","b1781a85-d4bf-4f80-8f27-f6f5f398fbef"
"Agrostis cappilaris",37.5,"9320cfb1-79b2-4e10-81b4-5d994f76c9ea","6aa9022f-d4da-48b3-9500-34a1570a0340"
"Agrostis cappilaris",18.75,"17b9debe-d665-4368-98f2-0f56cf1bc941","fa08969e-5f58-47b6-9dfc-cea560d7c529"
"Agrostis cappilaris",50,"3e01cdf8-b93b-4c2e-b906-0f4777100981","830ab36f-3a28-4489-8a11-69c4b7952cdc"
"Agrostis cappilaris",31.25,"5b94499b-b7b8-4f28-84f3-1f53466cb20e","bfd9580c-8087-438c-a663-f025710a4ff4"
"Agrostis cappilaris",31.25,"ecaa6274-9806-45fe-b54a-75933a4b9400","6c846515-6f4e-4ac1-9ddc-d5b847f8b0d0"
"Agrostis cappilaris",31.25,"ba41edbb-09da-4e77-a35b-64d470f5115c","13ee32d1-a751-41cd-8ae2-9d25985f12f2"
"Agrostis cappilaris",12.5,"effb1591-ce4f-49dd-932c-ae74f3a9498c","9ed633cb-d4a8-4f48-a4a5-56b3e6eb1033"
"Agrostis cappilaris",87.5,"813582d8-ce64-4d6d-b8cf-13813a29cbf7","6b491929-8e10-4d2b-a8b6-a376a88615b6"
"Agrostis cappilaris",43.75,"3b55e2ad-027d-438f-8945-d4988edf6ee4","3769d821-c8bb-4a74-b5a3-45fc2dcf0119"
"Agrostis cappilaris",75,"b38ca45a-672b-4657-ac6c-ace2c16717e3","4da9c208-e7a1-4943-abc5-2e8d8f7c1828"
"Agrostis cappilaris",37.5,"24d45c99-90d2-4b53-a535-742bf3fb5bf1","c437e14f-8254-4d28-a309-efd2b3de204d"
"Agrostis cappilaris",18.75,"d4901824-b2c9-45c7-b87f-7b3387ef0634","247f2ebb-809d-4072-8b34-918fbd343991"
"Agrostis cappilaris",6.25,"f41c95b0-9a2d-4bb0-a956-bedb2d8199bf","1c66f818-a4d5-4362-871f-ef09dba4a7df"
"Agrostis cappilaris",31.25,"b92ddfcc-fd05-420d-97d3-d1619f5210d6","a8ea031f-96b2-4525-8a7e-6667ceea04cb"
"Agrostis cappilaris",6.25,"709818d5-9cd3-4eca-8fc2-eec5521cc913","7b9c5266-9b5e-4307-9741-7b1ea11e22b2"
"Agrostis cappilaris",6.25,"dff46603-d398-478a-8516-b14a93cca831","eed91298-dee5-4c4f-887b-663e88d0fdc0"
"Agrostis cappilaris",18.75,"e1495093-771c-4fa0-8fd6-d30fb9a14741","5dbf12e1-e64f-402e-95c7-1b342cedca2c"
"Agrostis cappilaris",43.75,"8c7d2021-88eb-4ade-a362-63434951e87d","41702f54-2f92-4708-90f0-52ad21675678"
"Agrostis cappilaris",37.5,"0d9e691d-0111-425f-ad84-ff0218a89304","15d26b56-a9e3-4f34-9119-cba51b586936"
"Agrostis cappilaris",31.25,"1492fbc7-a1f6-4a7b-aef8-1c1b3077f88c","124b8ce2-7906-4feb-8353-bed6a34f7965"
"Agrostis cappilaris",37.5,"d58dc29c-412c-46a2-9ccb-344d927f7638","cacfdca4-ecfe-4a8b-a5bf-26319de0d211"
"Agrostis cappilaris",25,"4740d549-c74e-41ba-a09d-c82be770249b","efbbdf8e-84b0-4cd2-94c5-69074aa0e626"
"Agrostis cappilaris",6.25,"ab982871-9a42-4681-9a38-e8f752ac38e7","2a45327a-7109-4394-a01c-d84007b73a4d"
"Agrostis cappilaris",93.75,"6bcde65c-889c-4e71-9438-94bbd2ba6841","f2e789a7-e502-46ee-9988-abb25456edf0"
"Agrostis cappilaris",12.5,"4a48cded-4bf1-470e-b02d-da98c34fe753","aae0bca6-8e4f-4417-b80f-ea3185167157"
"Agrostis cappilaris",43.75,"decd6a02-9072-419c-9eb2-3adda9d29426","28cc7f23-1537-451a-a4ae-700e46640059"
"Agrostis cappilaris",31.25,"30743ae0-0325-4e41-bc2a-d07281aa0278","a0264d76-f8cf-41fe-af16-9bcd12171773"
"Agrostis cappilaris",6.25,"016180c1-8770-4064-b1df-2984c963b1c8","faaedfaf-a271-48c7-9a15-883d4b2ffd6a"
"Agrostis cappilaris",18.75,"26c07328-3f20-416c-8b55-72c288f22536","5f54c7f9-afa0-4c78-b002-4b4199e6c154"
"Agrostis cappilaris",6.25,"a1e4409c-72a0-4201-acd2-a72e183314f7","bd7134ca-a1b2-4492-acbe-a10310cdd29e"
"Agrostis cappilaris",6.25,"10f57f95-145d-4d34-97fc-e2aac35f98fb","d094553b-2a2b-403c-9add-ab83e796c3f8"
"Agrostis cappilaris",43.75,"c42dd3e7-ab04-49aa-b43b-9cb5c33b3daf","d35d1698-f3a9-46d8-a829-fc3c81f17556"
"Agrostis cappilaris",68.75,"a3d73018-5e81-4dc2-b60b-f29350ac5e75","fcb1712d-85e3-4a7b-b18e-95fb2baa0134"
"Agrostis cappilaris",50,"c84fa4e0-fa2a-4c6a-8235-a551323eda98","8e4823ee-c687-4115-a086-f0967e025801"
"Agrostis cappilaris",81.25,"515602a0-d93b-46cd-bd50-10718796eb51","26382f55-9343-48f5-ae4e-9be49934fc73"
"Agrostis cappilaris",68.75,"c0dd0179-88ab-48e7-8bd0-b24163a3be49","7d3d3253-34c5-4679-a7c5-5a62389f9cd7"
"Agrostis cappilaris",56.25,"cf0ab2d4-d12c-4bf4-b3f5-f48e86a9a01b","59a4da9b-6d28-45f8-85fe-5329ac51b1f1"
"Agrostis cappilaris",25,"f44851c5-89b5-4ff1-8635-561d37215b9e","7d0b3f08-4139-4c00-b7d6-4458b3137c89"
"Agrostis cappilaris",87.5,"87e18b4e-bf87-4d8c-b706-3fe825b50871","6b16373f-1439-41a5-be71-8ad0bf64cd06"
"Agrostis cappilaris",43.75,"182ed480-9413-4d3b-aa3b-b1c89e32fff5","ee5daa62-9c9e-4247-9de9-161a36100839"
"Agrostis cappilaris",43.75,"f9758266-1df7-477f-ba5b-8cd3715b8065","1352142f-2d42-4159-b45c-65c8ce401493"
"Agrostis cappilaris",12.5,"904b8b29-8296-436b-82b4-40638ff7270c","28f4563f-6a15-4d85-913c-072da57cc9fa"
"Agrostis cappilaris",18.75,"5a441156-9140-4c9b-a7bc-caf9563043fa","5ce01c4c-4773-41f5-bca7-2be0855be7aa"
"Agrostis cappilaris",81.25,"cd685286-9334-4cec-ad8f-8d218339a8a5","bd797f99-33a4-452d-ac82-2213dcaa6a75"
"Agrostis cappilaris",31.25,"b54d765c-b031-483b-a882-53b5e3fcb84c","590b14f7-d174-49e9-afbc-31d2adac723f"
"Agrostis cappilaris",43.75,"c2acf21c-ac87-4f67-89aa-ecb71889d2de","7b6bd722-1a73-4eae-b9cd-d56545dea346"
"Agrostis cappilaris",56.25,"448874fc-f019-43f5-a175-74a68025dc05","1b62d61f-38e8-409d-9154-936061333fdc"
"Agrostis cappilaris",6.25,"e8a3472d-0f9d-4a68-b425-abd1cc15fb5d","4bf9c39a-d110-47e2-ad48-abe0a26130a1"
"Agrostis cappilaris",6.25,"cf11e584-780c-46f8-9bd3-af3694d4c19c","09f047b6-dd7e-4d58-b6bd-3d8859f34df2"
"Agrostis cappilaris",25,"8218a466-fb62-4408-bd3f-d92a8e67b749","7d825887-e60d-4425-ac12-14d33ec4aca1"
"Agrostis cappilaris",31.25,"ff6f6723-04aa-494a-8562-23e166931230","7700df58-3285-4449-9eb7-3287a7202bed"
"Agrostis cappilaris",18.75,"66a3186e-023f-4c13-b05e-106527933d0a","6d14f17c-69fc-44a3-8fe3-f5ba772963ff"
"Agrostis cappilaris",12.5,"ed984b7e-beb5-40d0-8ac1-09103d9b590a","35a953d1-dd6b-4b7d-9cea-7fdf349103bf"
"Agrostis cappilaris",37.5,"bf765a2e-1e48-4bec-897b-dcdcebe45198","83a3f4ee-5b4a-4600-9e58-bfdf91780732"
"Agrostis cappilaris",18.75,"4c7ed08a-22c8-49c5-a710-ceb40015dec4","58756ea9-b551-437f-b6cf-fc52ffbe4363"
"Agrostis cappilaris",43.75,"43fe4b8d-4d91-4d80-85f7-01b5eff930e5","1321b447-3f3b-41a1-93bf-5419b65ae7b5"
"Agrostis cappilaris",81.25,"2f4cd6b9-52fe-44ad-87f3-df5113f60534","bf72d07b-433c-473c-a4b2-00e2d9b5b53c"
"Agrostis cappilaris",6.25,"b4ea7162-a0a2-416d-a03c-e89d20b60d5a","e7b118bd-c332-4897-84ec-2c4677407550"
"Agrostis cappilaris",50,"82b00185-0bcb-47f4-b702-70504bb3e3a7","d92ef14e-c455-4d8d-8a04-63702c3ac474"
"Agrostis cappilaris",6.25,"515e3e78-836a-4300-bd58-446384857c69","b7931adf-c8c1-4be4-8ae8-e9ef8daf851e"
"Agrostis cappilaris",25,"e9a96753-f18b-4d7f-ac26-47b0a48b208a","7aa02f69-9df0-44da-abb6-1a1953b7be41"
"Agrostis cappilaris",18.75,"c9344f28-48ed-4dbb-a1e9-19be6996a7fb","1cc4c620-60ab-47de-aa70-ca2d8a67166b"
"Agrostis cappilaris",75,"6df88414-65ee-4ebe-9b61-17866360eb92","fea026de-17d1-4535-87a3-991598ec1186"
"Agrostis cappilaris",62.5,"635cb79e-0be6-49db-841b-02974104162f","688aabdb-e2a7-44aa-880a-37d27b351a76"
"Agrostis cappilaris",68.75,"816180ff-1c85-414c-99ee-dc2c0781542f","6ff0233a-76cf-4280-b47a-f029f6876868"
"Agrostis cappilaris",37.5,"de8f1787-ca58-4344-a73b-e514ed848948","44aa3a6f-d735-4cdf-ab78-ad8475b2602d"
"Agrostis cappilaris",93.75,"e015dba4-3b21-42e3-89db-88cc660191db","b9ac3edf-c73c-4c19-a369-91f62818c37d"
"Agrostis cappilaris",6.25,"516831b9-1e61-4b0e-a084-d3e9ed765351","0553d258-6e20-4b9e-9063-e2b05f380153"
"Agrostis cappilaris",68.75,"183731cc-687a-4319-b771-3399ce40b15a","3f9dc294-37e1-48fd-9a09-54de91b9b549"
"Agrostis cappilaris",37.5,"59a68fe8-d984-4cf5-8746-cb85a10e74d1","d9465d41-4c80-4ec9-abfa-513cd4c774d8"
"Agrostis cappilaris",50,"34fd8dc6-18ac-4d28-9e78-289b30101f8a","722bab54-5190-420b-aae2-aab60a9913a7"
"Agrostis cappilaris",25,"30e5d5ed-4b96-461f-81c6-c94a0da73a9d","ec56f7b7-81ca-4b02-9991-6ce8c77b76e3"
"Agrostis cappilaris",75,"f5006c50-2696-4070-b63d-53a1c232f293","2e80e17c-a402-4c64-92e6-6c00f1d2284a"
"Agrostis cappilaris",37.5,"e56be126-b641-40cd-b777-fb1cb791e16a","27e86251-7b11-402e-9441-f9cdf78b91ac"
"Agrostis cappilaris",62.5,"73479da4-ba2f-4ec3-923c-9be18c051c13","0a7c0a29-71a5-4b30-8ba0-c5ca0abc9c23"
"Agrostis cappilaris",12.5,"db889958-f138-4b1b-bee5-1f408a49648b","cafa30fa-741c-4a24-940b-2639e004b5e7"
"Agrostis cappilaris",18.75,"87be25bd-9491-4983-b6a3-12746e4222f3","54fdad41-c1d4-4cec-88b0-32f5b2beb70d"
"Agrostis cappilaris",6.25,"116fa8de-b492-4669-a3e4-fbdd333960bf","c890d111-c8ef-4bfc-aa09-5cee5f2b3c32"
"Agrostis cappilaris",6.25,"6ef7414f-2615-4667-ad4c-882ecaa6a68d","3512e42c-137c-45cc-91b7-13a2082395dd"
"Agrostis cappilaris",56.25,"bd917097-cbc0-4293-92c0-d9b56257718c","1af75721-c6d7-4486-992e-f8e828b2a3ae"
"Agrostis cappilaris",37.5,"5da4a5bf-b1ae-48c1-acdc-30c77b9ed472","5baef334-bf87-4184-aa65-95d9cbfb063f"
"Agrostis cappilaris",50,"9e31aa91-7031-479a-a19e-dee64e80bab6","1590a97e-b46c-46cf-89bc-cb2e23a1a667"
"Agrostis cappilaris",25,"ac4e3ed0-3bdc-4abb-b620-0055c76bffe4","444754d0-48b3-4fa4-a566-837702af49b0"
"Agrostis cappilaris",56.25,"41087385-63fe-41d1-916e-a7c67cbd0d20","b6d15c5b-9738-4869-93ac-1acfaee8913c"
"Agrostis cappilaris",87.5,"3e12f238-6965-44c1-a53a-3b6a9a0cd417","c7914695-3c4d-4c1b-a83e-c716fb7cea66"
"Agrostis cappilaris",56.25,"ee0880c4-6cdc-4da8-84bc-b5148c3663f1","129dc166-0f69-45e3-b274-a2b657ffa430"
"Agrostis cappilaris",87.5,"95c48cac-a807-4809-aa76-f56f1d3c73b2","250d3a37-3475-4597-aee8-da22d6514504"
"Agrostis cappilaris",50,"e4efda3e-5681-471b-9154-c06b91b35c12","b04554e2-2cce-46dd-a554-5f61f6875922"
"Agrostis cappilaris",25,"6261e837-76f6-4905-a267-7f9326f1279b","1d733f97-32e8-42ea-8e8e-0dfffb9ddcf7"
"Agrostis cappilaris",43.75,"7b84b701-a320-4249-bc5f-6d3dd90cc816","8fd83191-a81d-448b-ae30-ac7aa598f61d"
"Agrostis cappilaris",56.25,"44c1f7cc-fda8-4c6f-be6e-b22fb1113ac8","66c6cf62-4f8c-4bd7-9eae-67d281953bb1"
"Agrostis cappilaris",56.25,"bd8c10d9-b4a4-474f-ae0b-56c16ce85dec","3e979c18-33e9-4cd2-95e8-c15b2169b57e"
"Agrostis cappilaris",75,"20ea30f0-2b81-473b-9cee-bd8394b9c7e6","1adbf8d6-16b8-4193-a6e1-07254ec6c993"
"Agrostis cappilaris",81.25,"7c7db231-0a81-421e-9ff5-6187b03b2d57","7e64695f-0fa0-41d8-993c-64451ff8d134"
"Agrostis cappilaris",93.75,"b6076d2e-1bc1-4dc9-9745-b655796c38e5","cdaff8b2-46dd-4c65-961c-08598849d393"
"Agrostis cappilaris",62.5,"132f8cb1-0346-4680-b647-27d7bd929345","405159fa-3c45-401b-a758-f1398a563b6a"
"Agrostis cappilaris",6.25,"6b1857ed-1988-45f6-a92b-be47ac1dbaf8","1e9122c1-e16c-44b4-87ee-9c6d3a39913e"
"Agrostis cappilaris",56.25,"caceaa7a-3245-43aa-8a48-146bb11d5072","b06c33bd-675b-40df-8f0d-7320889c4157"
"Agrostis cappilaris",12.5,"7777dcd9-afbf-42ad-afbe-3a6121ce304f","7c649740-875b-42b3-8f39-29807b6004e5"
"Agrostis cappilaris",62.5,"dbcf60aa-c718-483b-941e-6e6f381b0ab0","4f536a56-2e14-4725-a1f5-d4a2e7ef60b2"
"Agrostis cappilaris",68.75,"8301cb1f-5311-4384-be48-f621a1382eed","0ab69e39-077c-41bd-a069-bb97aa202a88"
"Agrostis cappilaris",6.25,"dfbf570f-154d-490e-99f5-599de9fd2677","1f2e4af2-5a23-4e5e-b911-bb5d20cf6334"
